Scan_number,ObjectX,ObjectY,ObjectLenght,ObjectWidth,ObjOrientation,NumerOfPoints
2493.0,12.832667,-3.595253,1.081406,0.436119,12.0,14.0
2493.0,17.998711,-4.79732,1.206803,0.384186,22.999998,3.0
2493.0,22.790956,-6.229106,1.242473,0.055048,93.0,8.0
2493.0,10.406654,-5.341269,4.178414,1.719247,91.999992,97.0
2493.0,32.212559,-10.177131,0.248138,0.001766,91.0,2.0
2493.0,62.21006,-19.509701,1.347488,0.010075,120.999992,3.0
2493.0,13.419026,-4.647889,0.500279,0.012395,7.0,3.0
2493.0,17.439751,-6.034573,0.05,0.05,0.0,1.0
2493.0,16.298431,-5.823517,0.05,0.05,0.0,1.0
2493.0,18.518208,-6.690571,0.05,0.05,0.0,1.0
2493.0,63.544716,-21.883955,0.05,0.05,0.0,1.0
2493.0,56.921276,-20.517927,0.833336,0.139416,65.0,3.0
2493.0,15.094115,-5.700989,0.05,0.05,0.0,1.0
2493.0,27.706274,-10.060791,0.05,0.05,0.0,1.0
2493.0,12.471216,-5.091766,0.05,0.05,0.0,1.0
2493.0,54.165394,-20.834185,0.05,0.05,0.0,1.0
2493.0,15.516487,-6.793153,1.180965,0.909539,124.000008,7.0
2493.0,25.660942,-10.972506,0.934056,0.808882,31.000002,7.0
2493.0,10.950976,-4.912483,0.390336,0.014431,6.0,3.0
2493.0,17.685637,-7.435181,0.05,0.05,0.0,1.0
2493.0,22.498592,-10.010296,0.245653,0.002125,24.0,2.0
2493.0,3.378646,-5.445837,4.077907,1.672679,90.0,161.0
2493.0,16.340313,-20.627243,4.041062,3.012629,176.999985,25.0
2493.0,14.454757,-22.156637,0.05,0.05,0.0,1.0
2493.0,0.801646,-5.381046,1.661671,0.696937,30.0,37.0
2493.0,0.979761,-5.701274,1.259131,0.142967,63.000004,22.0
2493.0,2.935714,-10.470825,0.28679,0.000925,8.0,3.0
2493.0,1.909833,-10.380666,0.076474,0.00033,6.0,2.0
2493.0,0.677066,-10.300053,0.150067,0.002557,173.0,3.0
2493.0,-0.96976,-6.201836,0.104901,7e-06,45.999996,2.0
2493.0,-1.061856,-6.89892,0.15135,0.00118,72.0,2.0
2493.0,-1.468668,13.304388,1.147877,0.92111,176.000015,25.0
2493.0,24.844551,7.008874,0.296262,0.001194,125.0,2.0
2494.0,-8.102143,-3.918028,0.660938,0.072155,86.0,10.0
2494.0,-3.68538,-4.117373,2.378533,1.409689,89.0,107.0
2494.0,-1.294871,-3.356367,1.643438,0.380272,0.0,116.0
2494.0,0.747916,-4.203914,2.543318,1.487539,90.0,117.0
2495.0,39.44429,-4.220976,0.315826,0.002453,54.0,2.0
2495.0,34.995319,-4.024281,0.35467,0.0007,39.0,2.0
2495.0,52.04031,-6.988732,1.132504,0.046089,95.000008,3.0
2495.0,30.057104,-4.232857,0.05,0.05,0.0,1.0
2495.0,26.634884,-5.177481,3.498369,0.697626,22.999998,9.0
2495.0,25.261055,-3.964977,0.05,0.05,0.0,1.0
2495.0,22.965181,-3.945643,0.801373,0.032079,16.0,3.0
2495.0,34.875351,-5.623266,0.05,0.05,0.0,1.0
2495.0,74.062088,-12.254375,1.050943,0.007462,84.999992,3.0
2495.0,20.40134,-4.125703,1.101173,0.657021,100.0,9.0
2495.0,66.689415,-13.207255,2.363501,0.130638,87.0,6.0
2495.0,32.586506,-6.461917,0.481533,0.013756,93.0,3.0
2495.0,17.503506,-4.181683,1.162692,0.345207,64.0,7.0
2495.0,15.30908,-4.225495,1.544702,1.128682,94.0,19.0
2495.0,49.153633,-11.439839,2.177114,0.070293,91.0,7.0
2495.0,18.515532,-4.49589,0.05,0.05,0.0,1.0
2495.0,12.619137,-3.646841,0.845018,0.513275,16.0,13.0
2495.0,16.280048,-4.425766,0.6403,0.459451,52.0,6.0
2495.0,22.727097,-6.172325,1.358963,0.125071,91.0,8.0
2495.0,10.30224,-5.313842,4.11245,1.645877,88.000008,108.0
2495.0,24.99614,-7.694025,0.05,0.05,0.0,1.0
2495.0,32.145367,-10.185036,0.248009,0.001862,87.0,2.0
2495.0,62.738209,-20.461874,3.316154,0.139606,117.000008,6.0
2495.0,13.291773,-4.680425,0.248706,0.001917,7.0,2.0
2495.0,16.766438,-5.90911,1.097168,0.001969,169.999985,2.0
2495.0,56.849144,-20.534195,0.860338,0.111954,61.0,3.0
2495.0,14.940741,-5.8179,0.12883,0.000242,91.999992,2.0
2495.0,26.404364,-10.878597,2.44285,1.044659,9.0,9.0
2495.0,12.40334,-5.131458,0.118096,0.000246,100.0,2.0
2495.0,54.070492,-20.842098,0.05,0.05,0.0,1.0
2495.0,10.795835,-4.929754,0.612934,0.061273,12.0,5.0
2495.0,15.54162,-6.933695,1.175415,0.385912,175.0,5.0
2495.0,17.535131,-7.386836,0.05,0.05,0.0,1.0
2495.0,3.257833,-5.471991,4.085259,1.742713,90.0,154.0
2495.0,16.121256,-20.569258,3.894486,2.884108,176.000015,23.0
2495.0,0.746691,-5.418832,1.58971,0.756222,27.0,37.0
2495.0,1.007619,-5.662858,0.750183,0.138704,65.0,15.0
2495.0,2.883136,-10.463245,0.377852,0.002974,2.0,3.0
2495.0,2.015134,-10.435412,0.439352,0.119715,6.0,4.0
2495.0,0.670217,-10.312819,0.147312,0.00548,0.0,3.0
2495.0,-1.568515,13.299791,1.233931,0.864689,179.0,28.0
2495.0,31.440945,10.957397,0.05,0.05,0.0,1.0
2495.0,24.739357,6.96132,0.050329,4.4e-05,45.0,2.0
2496.0,1.002478,-3.059842,1.463414,0.264824,0.0,73.0
2497.0,-8.199934,-4.131666,0.216705,0.116737,130.0,6.0
2497.0,-3.818519,-3.985972,2.129332,1.429039,90.0,103.0
2497.0,-1.37705,-3.386639,1.601304,0.449898,0.0,115.0
2497.0,0.586473,-4.217673,2.546519,1.419077,90.0,118.0
2497.0,2.524499,-3.857156,0.231583,0.045556,103.0,7.0
2498.0,51.973866,-7.208743,0.7565,0.004452,91.999992,2.0
2498.0,29.968721,-4.246497,0.05,0.05,0.0,1.0
2498.0,27.582663,-4.668822,1.38306,0.230911,51.000004,7.0
2498.0,25.176434,-3.978801,0.05,0.05,0.0,1.0
2498.0,22.896141,-3.951619,0.831947,0.041874,14.0,3.0
2498.0,34.796909,-5.647063,0.05,0.05,0.0,1.0
2498.0,73.946701,-12.304284,1.041058,0.002998,88.000008,3.0
2498.0,20.352291,-4.126952,1.092023,0.692831,102.000008,9.0
2498.0,66.598228,-13.247452,2.36225,0.142921,86.0,6.0
2498.0,16.879515,-4.179351,2.075583,0.593504,21.0,13.0
2498.0,32.479816,-6.471718,0.473281,0.047501,88.000008,3.0
2498.0,15.253775,-4.213408,1.515072,1.211751,93.0,17.0
2498.0,49.026112,-11.463996,2.175669,0.008873,90.0,7.0
2498.0,24.816584,-5.564982,0.05,0.05,0.0,1.0
2498.0,18.53927,-4.518276,0.05,0.05,0.0,1.0
2498.0,12.550655,-3.698103,0.851259,0.635754,13.0,16.0
2498.0,22.645557,-6.240809,1.2345,0.146681,89.0,8.0
2498.0,10.166949,-5.343676,4.210864,1.53574,89.0,125.0
2498.0,24.942711,-7.549199,0.05,0.05,0.0,1.0
2498.0,62.567585,-20.21162,2.639595,0.045746,119.000008,5.0
2498.0,32.032326,-10.299218,0.05,0.05,0.0,1.0
2498.0,13.304581,-4.696429,0.209393,0.001607,12.0,2.0
2498.0,17.277151,-6.012354,0.05,0.05,0.0,1.0
2498.0,16.191593,-5.816973,0.05,0.05,0.0,1.0
2498.0,18.274889,-6.791418,0.05,0.05,0.0,1.0
2498.0,56.753391,-20.555161,0.836174,0.09407,61.0,3.0
2498.0,14.85803,-5.801073,0.130617,0.001107,98.0,2.0
2498.0,26.247835,-10.600082,2.499126,0.80372,28.999998,9.0
2498.0,12.328786,-5.11553,0.106891,0.000167,50.0,2.0
2498.0,53.964054,-20.852718,0.05,0.05,0.0,1.0
2498.0,15.442791,-6.900762,1.10977,0.315846,5.0,5.0
2498.0,17.41057,-7.354851,0.05,0.05,0.0,1.0
2498.0,10.747814,-4.986262,0.504127,0.059159,3.0,4.0
2498.0,22.346741,-9.985394,0.225177,0.001276,31.000002,2.0
2498.0,3.202743,-5.514441,4.115526,1.676991,90.0,147.0
2498.0,16.028475,-20.51347,3.613663,2.947859,176.999985,22.0
2498.0,3.686354,-5.934411,0.136268,0.011727,78.0,3.0
2498.0,14.278255,-22.311605,0.05,0.05,0.0,1.0
2498.0,0.650726,-5.38595,1.488836,0.453454,36.0,34.0
2498.0,0.97841,-5.722067,0.627906,0.093681,68.0,12.0
2498.0,2.835267,-10.45847,0.469533,0.02018,179.0,3.0
2498.0,1.86009,-10.397038,0.151157,0.007917,6.0,3.0
2498.0,0.661767,-10.311638,0.145237,0.004083,9.0,3.0
2498.0,-1.558264,13.533052,1.100528,0.954604,28.0,27.0
2498.0,24.653591,6.933711,0.040333,0.000246,53.0,2.0
2499.0,0.940313,-3.072721,1.354282,0.25684,0.0,68.0
2500.0,46.401146,-3.843626,0.05,0.05,0.0,1.0
2500.0,39.299461,-4.242445,0.296685,0.00058,65.0,2.0
2500.0,34.811848,-4.039531,0.352375,0.000504,39.0,2.0
2500.0,29.828279,-4.341885,0.240304,0.001719,56.0,2.0
2500.0,51.887402,-7.20116,0.05,0.05,0.0,1.0
2500.0,25.231668,-3.987229,0.05,0.05,0.0,1.0
2500.0,27.428719,-4.785988,1.091611,0.10972,55.0,6.0
2500.0,37.085087,-5.738793,0.05,0.05,0.0,1.0
2500.0,57.147888,-8.726898,0.05,0.05,0.0,1.0
2500.0,22.907812,-3.942639,1.002312,0.068391,10.0,3.0
2500.0,34.690254,-5.630195,0.05,0.05,0.0,1.0
2500.0,73.864754,-12.297642,1.047988,0.01046,84.999992,3.0
2500.0,20.348997,-4.10503,1.101626,0.81049,103.0,10.0
2500.0,66.494019,-13.058723,2.734927,0.12854,84.999992,6.0
2500.0,17.275091,-4.231299,2.573493,1.285348,4.0,17.0
2500.0,32.412331,-6.581321,0.279593,0.000349,108.999992,2.0
2500.0,15.247192,-4.256721,1.649054,1.26448,88.000008,19.0
2500.0,48.938099,-11.456372,2.167313,0.025009,90.0,7.0
2500.0,24.70919,-5.551184,0.05,0.05,0.0,1.0
2500.0,12.524286,-3.655226,1.055814,0.594281,17.0,17.0
2500.0,22.574013,-6.12474,0.999197,0.189434,91.999992,7.0
2500.0,10.078535,-5.382868,4.282298,1.539502,89.0,134.0
2500.0,24.809963,-7.661884,0.05,0.05,0.0,1.0
2500.0,18.728447,-6.040369,0.05,0.05,0.0,1.0
2500.0,62.553963,-20.209713,2.67083,0.087612,120.0,4.0
2500.0,10.683062,-4.07653,0.607373,0.168972,24.0,7.0
2500.0,13.10591,-4.744949,0.196888,0.000751,14.0,2.0
2500.0,16.635899,-5.950942,1.046515,0.002795,176.999985,2.0
2500.0,17.604771,-6.857399,1.030093,0.405185,33.0,3.0
2500.0,56.652744,-20.519848,0.848848,0.15527,61.0,3.0
2500.0,14.865915,-5.757616,0.242232,0.000779,39.0,2.0
2500.0,26.254728,-10.838981,2.352055,0.912511,12.0,8.0
2500.0,12.226747,-5.182911,0.115053,0.000675,100.0,2.0
2500.0,53.881771,-20.821531,0.05,0.05,0.0,1.0
2500.0,15.23916,-6.858474,1.243633,0.816109,129.0,6.0
2500.0,22.278809,-9.958899,0.200699,0.001415,39.0,2.0
2500.0,14.483798,-9.827348,0.05,0.05,0.0,1.0
2500.0,3.058518,-5.190084,3.425644,1.739246,90.0,134.0
2500.0,16.009331,-20.49773,4.078396,2.806381,176.000015,26.0
2500.0,14.164797,-22.147348,0.05,0.05,0.0,1.0
2500.0,2.383912,-7.508587,0.195415,0.001338,66.0,2.0
2500.0,0.581893,-5.449859,1.465073,0.417073,40.0,32.0
2500.0,3.029402,-10.482014,0.093777,0.000475,169.000015,2.0
2500.0,0.958418,-5.843464,0.303114,0.008331,54.0,6.0
2500.0,1.862433,-10.407023,0.154315,0.001229,1.0,3.0
2500.0,0.799552,-10.347925,0.416634,0.031948,169.000015,5.0
2500.0,-1.611064,13.483877,1.08681,0.854387,25.0,23.0
2500.0,12.619233,8.831361,0.05,0.05,0.0,1.0
2500.0,24.548275,7.075954,0.097591,0.000843,47.0,3.0
2501.0,-8.345559,-4.356819,0.716765,0.093163,88.000008,10.0
2501.0,-3.928315,-3.832723,1.796012,1.381196,90.0,96.0
2501.0,-1.499234,-3.408303,1.621186,0.462203,0.0,114.0
2501.0,0.501256,-4.554844,3.220485,1.496629,90.0,124.0
2501.0,2.376109,-3.863837,0.190943,0.057288,90.0,7.0
2502.0,0.865821,-3.066052,1.210889,0.259876,0.0,62.0
2503.0,34.725037,-4.006341,0.353338,0.002132,39.0,2.0
2503.0,39.117523,-4.337799,0.05,0.05,0.0,1.0
2503.0,51.812611,-6.976481,1.093972,0.141968,83.0,4.0
2503.0,29.746914,-4.310167,0.245202,0.000601,54.0,2.0
2503.0,25.191057,-3.968448,0.05,0.05,0.0,1.0
2503.0,27.373247,-4.771506,1.084127,0.126448,52.0,6.0
2503.0,36.983913,-5.705261,0.05,0.05,0.0,1.0
2503.0,22.858503,-3.915383,1.032667,0.081668,9.0,3.0
2503.0,34.612839,-5.600822,0.05,0.05,0.0,1.0
2503.0,73.775955,-12.239924,1.035712,0.010452,86.0,3.0
2503.0,20.285082,-4.080897,1.058981,0.826464,106.0,10.0
2503.0,66.41333,-13.176619,2.353611,0.096107,86.0,6.0
2503.0,17.212032,-4.43203,2.738735,1.634821,1.0,18.0
2503.0,32.363094,-6.546429,0.29184,0.000179,115.0,2.0
2503.0,14.935816,-4.236371,1.629588,0.842714,91.0,18.0
2503.0,48.865299,-11.399991,2.167974,0.052414,90.0,7.0
2503.0,24.632559,-5.512725,0.05,0.05,0.0,1.0
2503.0,12.433121,-3.6818,1.019553,0.917748,0.0,17.0
2503.0,22.552401,-6.034581,1.096553,0.320137,91.999992,7.0
2503.0,10.054908,-5.367421,4.095895,1.712639,90.0,142.0
2503.0,24.699438,-7.616056,0.05,0.05,0.0,1.0
2503.0,62.072037,-19.528143,1.256863,0.034618,117.000008,3.0
2503.0,13.11254,-4.734171,0.235038,0.000491,8.0,2.0
2503.0,58.679207,-19.834307,0.05,0.05,0.0,1.0
2503.0,15.322974,-5.843356,1.222139,0.042333,178.0,3.0
2503.0,18.092848,-6.709902,0.05,0.05,0.0,1.0
2503.0,56.489269,-20.651815,0.422178,0.003468,72.0,2.0
2503.0,27.255468,-10.318658,0.05,0.05,0.0,1.0
2503.0,53.800446,-20.750849,0.05,0.05,0.0,1.0
2503.0,12.142247,-5.194997,0.05,0.05,0.0,1.0
2503.0,15.264093,-6.91589,1.12682,0.540398,176.000015,7.0
2503.0,17.120413,-7.233178,0.05,0.05,0.0,1.0
2503.0,25.322937,-10.94453,0.838182,0.65037,41.0,6.0
2503.0,2.990637,-5.544378,4.062937,1.726537,90.0,140.0
2503.0,15.932261,-20.412319,3.855257,2.607868,175.0,23.0
2503.0,0.490737,-5.44699,1.292419,0.175621,51.000004,28.0
2503.0,3.035642,-10.477877,0.08466,1.1e-05,0.0,2.0
2503.0,1.869501,-10.410836,0.153328,0.010849,2.0,3.0
2503.0,0.632936,-10.317978,0.073828,0.000399,179.0,2.0
2503.0,-1.843414,13.407798,1.242979,0.637763,1.0,27.0
2503.0,24.533554,6.926982,0.049931,0.034988,45.999996,3.0
2504.0,-8.512225,-4.282381,0.614774,0.063446,83.0,10.0
2504.0,-4.06147,-3.890994,1.924747,1.393636,90.0,94.0
2504.0,-1.628595,-3.416631,1.651619,0.484904,0.0,113.0
2504.0,0.367283,-4.545746,3.188448,1.459486,90.0,124.0
2504.0,2.270457,-3.90806,0.271027,0.076424,100.0,10.0
2505.0,37.581898,-2.48765,4.665064,0.106483,128.0,14.0
2505.0,34.656696,-3.990067,0.347391,0.002754,40.0,2.0
2505.0,28.308764,-4.784067,2.364205,2.042223,63.000004,11.0
2505.0,51.696899,-7.132747,0.750999,0.047031,95.000008,3.0
2505.0,36.902409,-5.683809,0.05,0.05,0.0,1.0
2505.0,34.527447,-5.57874,0.05,0.05,0.0,1.0
2505.0,73.697357,-12.208335,1.033597,0.016045,86.0,3.0
2505.0,20.207081,-4.147171,1.196605,0.877218,102.000008,11.0
2505.0,22.392439,-3.952515,0.299385,0.000441,24.0,2.0
2505.0,66.324394,-13.143425,2.352305,0.12336,87.0,6.0
2505.0,16.626663,-4.420144,1.892087,1.654497,0.0,16.0
2505.0,32.215729,-6.509179,0.252056,0.001511,100.0,2.0
2505.0,14.843164,-4.257576,1.687309,0.901331,90.0,19.0
2505.0,48.757442,-11.37237,2.174286,0.022003,90.0,7.0
2505.0,24.550278,-5.581913,0.183844,0.000841,84.999992,2.0
2505.0,12.230158,-3.749302,0.931636,0.755819,90.0,19.0
2505.0,18.102184,-4.544178,0.05,0.05,0.0,1.0
2505.0,22.334076,-6.223905,1.042012,0.061752,91.0,7.0
2505.0,9.898555,-5.373319,4.259865,1.587456,90.0,141.0
2505.0,24.663082,-7.448326,0.05,0.05,0.0,1.0
2505.0,61.965767,-19.745255,1.879341,0.050232,117.000008,3.0
2505.0,31.784214,-10.447099,0.05,0.05,0.0,1.0
2505.0,12.899656,-4.770391,0.165319,0.000216,19.0,2.0
2505.0,16.975492,-6.039032,0.05,0.05,0.0,1.0
2505.0,58.589535,-19.800381,0.05,0.05,0.0,1.0
2505.0,10.526619,-4.2028,0.378445,0.045835,40.0,5.0
2505.0,15.829283,-5.810255,0.05,0.05,0.0,1.0
2505.0,18.047825,-6.83909,0.05,0.05,0.0,1.0
2505.0,56.405823,-20.606613,0.421307,0.002945,71.0,2.0
2505.0,14.591549,-5.814349,0.118224,0.000685,78.0,2.0
2505.0,27.188585,-10.28673,0.05,0.05,0.0,1.0
2505.0,53.734581,-20.722033,0.05,0.05,0.0,1.0
2505.0,12.082022,-5.221385,0.145561,0.000398,115.0,2.0
2505.0,17.130978,-7.304487,0.240526,0.001959,124.000008,2.0
2505.0,25.20256,-10.889437,0.897147,0.529257,41.0,6.0
2505.0,15.123526,-6.929443,1.070171,0.73376,140.0,5.0
2505.0,22.061056,-10.037468,0.252155,0.00152,21.0,2.0
2505.0,10.707008,-5.757843,0.05,0.05,0.0,1.0
2505.0,14.282488,-9.832312,0.05,0.05,0.0,1.0
2505.0,2.92962,-5.554078,4.057365,1.717053,90.0,135.0
2505.0,15.820615,-20.496807,4.066319,2.838388,174.0,27.0
2505.0,3.493964,-5.787817,0.123939,0.000462,115.999992,2.0
2505.0,14.031448,-22.241735,0.05,0.05,0.0,1.0
2505.0,14.92282,-25.504032,0.642243,0.382467,179.0,3.0
2505.0,0.427951,-5.496741,1.226051,0.161807,52.0,26.0
2505.0,2.998136,-10.4821,0.170681,0.001289,179.0,3.0
2505.0,1.796817,-10.417719,0.14942,0.004424,10.0,3.0
2505.0,0.653749,-10.333371,0.262601,0.019303,172.0,4.0
2505.0,-1.906057,13.375723,1.321633,0.910568,17.0,26.0
2505.0,24.44952,6.924511,0.044884,8.9e-05,49.0,2.0
2506.0,0.829284,-3.09339,1.118948,0.285805,0.0,57.0
2507.0,-8.583947,-4.184,0.554052,0.107549,80.999992,9.0
2507.0,-4.192146,-3.7832,1.713861,1.403584,90.0,90.0
2507.0,-1.748984,-3.431316,1.662125,0.525219,0.0,111.0
2507.0,0.246791,-4.221493,2.570547,1.45406,90.0,121.0
2507.0,2.151296,-3.909799,0.249033,0.120394,90.0,11.0
2508.0,29.629646,-4.285251,0.265709,0.000782,45.999996,2.0
2508.0,24.884396,-4.001966,0.503113,0.003993,13.0,2.0
2508.0,36.796875,-5.660099,0.05,0.05,0.0,1.0
2508.0,54.633045,-8.297117,0.05,0.05,0.0,1.0
2508.0,27.07214,-4.928018,1.055536,0.219608,50.0,6.0
2508.0,34.443733,-5.558192,0.05,0.05,0.0,1.0
2508.0,73.611732,-12.178894,1.032587,0.014755,86.0,3.0
2508.0,19.955177,-4.164622,1.203174,0.719528,98.0,10.0
2508.0,22.285776,-3.957222,0.399868,0.022413,21.0,3.0
2508.0,66.262566,-12.938789,2.725203,0.176628,84.0,6.0
2508.0,16.597404,-4.260126,1.878132,0.547584,28.999998,14.0
2508.0,32.142879,-6.613965,0.516172,0.032684,104.0,3.0
2508.0,14.805779,-4.24642,1.6659,0.945376,90.0,21.0
2508.0,24.454878,-5.56027,0.183172,0.000933,84.999992,2.0
2508.0,48.668488,-11.517503,1.793367,0.012516,90.0,6.0
2508.0,12.190598,-3.778456,1.011351,0.859576,90.0,19.0
2508.0,18.149796,-4.551371,0.05,0.05,0.0,1.0
2508.0,22.237637,-6.189835,1.032248,0.059574,89.0,7.0
2508.0,9.835705,-5.308933,4.132458,1.668126,90.0,146.0
2508.0,24.502638,-7.739056,0.05,0.05,0.0,1.0
2508.0,61.627502,-19.615616,1.972721,0.126076,115.999992,4.0
2508.0,31.677235,-10.28708,0.239002,0.00193,77.0,2.0
2508.0,12.857486,-4.752578,0.258563,0.000576,4.0,2.0
2508.0,16.935154,-6.021434,0.05,0.05,0.0,1.0
2508.0,15.836196,-5.808773,0.05,0.05,0.0,1.0
2508.0,26.277397,-10.346766,3.47048,0.550785,24.0,8.0
2508.0,56.544525,-20.297638,1.032688,0.431541,35.0,3.0
2508.0,17.990286,-6.701853,0.05,0.05,0.0,1.0
2508.0,14.54937,-5.796488,0.121763,0.000399,49.0,2.0
2508.0,53.68272,-20.689808,0.05,0.05,0.0,1.0
2508.0,11.983763,-5.24507,0.239701,0.042295,102.000008,3.0
2508.0,14.909891,-6.735217,0.86699,0.56483,2.0,5.0
2508.0,17.07905,-7.354381,0.05,0.05,0.0,1.0
2508.0,21.993473,-10.000244,0.230568,0.001152,24.0,2.0
2508.0,14.207312,-9.779858,0.05,0.05,0.0,1.0
2508.0,3.268075,-4.027771,1.035871,0.33646,54.0,25.0
2508.0,2.739174,-6.067655,3.001653,1.499051,86.0,109.0
2508.0,15.805208,-20.409567,4.005241,2.588564,175.0,25.0
2508.0,2.723184,-4.485347,0.247085,0.042172,126.000008,3.0
2508.0,3.47628,-5.825439,0.101998,0.000387,97.0,2.0
2508.0,13.902881,-20.489063,0.05,0.05,0.0,1.0
2508.0,2.984443,-10.471163,0.029137,0.000101,149.0,2.0
2508.0,0.381002,-5.530256,1.163688,0.160337,49.0,24.0
2508.0,1.755974,-10.40589,0.080618,0.000394,174.0,2.0
2508.0,0.580463,-10.327958,0.261855,0.006027,168.0,4.0
2508.0,-1.985919,13.402209,1.293258,0.95507,22.000002,27.0
2508.0,24.317265,7.049739,0.053898,0.00016,44.000004,2.0
2509.0,0.762432,-3.074218,0.992057,0.235537,0.0,51.0
2509.0,2.204834,-3.89194,0.221846,0.043421,90.0,5.0
2509.0,1.887202,-2.955256,0.098299,0.036967,42.0,6.0
2510.0,59.816887,-5.136992,2.239182,0.722429,18.0,3.0
2510.0,34.454487,-4.035344,0.555483,0.133875,55.0,3.0
2510.0,38.856865,-4.274541,0.05,0.05,0.0,1.0
2510.0,56.841671,-6.180894,0.05,0.05,0.0,1.0
2510.0,51.482891,-7.065168,0.736887,0.011902,90.0,3.0
2510.0,29.574562,-4.258493,0.346273,0.002541,30.0,2.0
2510.0,24.989136,-4.001501,0.809008,0.005088,4.0,2.0
2510.0,27.083538,-4.770772,1.35711,0.189682,54.0,7.0
2510.0,36.724819,-5.626143,0.05,0.05,0.0,1.0
2510.0,54.552635,-8.251277,0.05,0.05,0.0,1.0
2510.0,34.37878,-5.652099,0.273294,0.001966,106.0,2.0
2510.0,73.515465,-12.125309,1.042947,0.01545,84.999992,3.0
2510.0,19.974121,-4.106205,1.120206,0.830992,108.0,10.0
2510.0,22.120581,-4.055952,0.277973,0.001126,25.0,2.0
2510.0,66.169098,-13.069627,2.362678,0.189934,84.999992,6.0
2510.0,16.943153,-4.232245,2.50535,1.336312,1.0,17.0
2510.0,32.040169,-6.567055,0.497096,0.004671,99.0,3.0
2510.0,14.998903,-4.633564,2.433731,1.483491,87.0,26.0
2510.0,48.605339,-11.463139,1.790171,0.089268,90.0,6.0
2510.0,24.369488,-5.613513,0.05,0.05,0.0,1.0
2510.0,12.19948,-3.831835,1.048813,1.037702,90.0,19.0
2510.0,22.163427,-6.158129,1.020887,0.088428,89.0,7.0
2510.0,9.722011,-5.339713,4.175692,1.597273,90.0,143.0
2510.0,24.449596,-7.706191,0.05,0.05,0.0,1.0
2510.0,61.330875,-19.489786,1.886078,0.034943,117.000008,3.0
2510.0,31.56389,-10.354287,0.05,0.05,0.0,1.0
2510.0,16.866535,-5.986358,0.05,0.05,0.0,1.0
2510.0,10.516042,-4.280853,0.517936,0.148461,39.0,6.0
2510.0,12.62431,-4.818305,0.319345,0.015343,20.0,3.0
2510.0,56.547531,-20.594936,1.343184,0.567989,61.0,4.0
2510.0,17.355726,-6.936979,1.062521,0.470422,10.0,3.0
2510.0,25.836271,-10.73629,2.52347,0.851961,16.0,9.0
2510.0,11.886459,-5.237156,0.115417,0.00095,100.0,2.0
2510.0,14.94894,-6.886543,1.07573,0.829924,137.0,7.0
2510.0,21.927738,-9.957661,0.210126,0.001068,33.0,2.0
2510.0,18.000996,-9.487529,0.32841,0.064974,37.0,3.0
2510.0,10.494543,-5.822744,0.05,0.05,0.0,1.0
2510.0,16.770203,-10.169902,0.05,0.05,0.0,1.0
2510.0,19.48484,-12.033774,0.05,0.05,0.0,1.0
2510.0,17.695696,-11.214487,0.05,0.05,0.0,1.0
2510.0,15.28244,-10.49161,0.68544,0.126448,68.0,6.0
2510.0,33.881969,-21.3179,0.05,0.05,0.0,1.0
2510.0,14.086642,-9.839798,0.05,0.05,0.0,1.0
2510.0,16.799532,-12.07046,0.05,0.05,0.0,1.0
2510.0,14.148728,-11.482561,1.371528,0.228279,89.0,11.0
2510.0,2.717238,-5.564011,3.967507,1.624556,90.0,131.0
2510.0,15.635696,-20.507248,4.042667,2.827024,175.0,25.0
2510.0,15.011671,-21.345514,0.05,0.05,0.0,1.0
2510.0,13.81775,-22.219236,0.05,0.05,0.0,1.0
2510.0,2.921994,-10.479796,0.165982,0.004197,2.0,3.0
2510.0,0.317838,-5.635575,1.15218,0.191598,53.0,22.0
2510.0,1.938906,-10.445269,0.574758,0.073186,1.0,5.0
2510.0,0.501816,-10.337528,0.223188,0.022279,173.0,4.0
2510.0,-2.123487,13.450121,1.320444,0.921133,28.999998,29.0
2510.0,24.2582,6.920124,0.066296,0.000505,37.0,2.0
2511.0,-8.717166,-4.072251,0.347543,0.052301,91.0,8.0
2511.0,-4.298041,-3.800128,1.718889,1.405306,90.0,88.0
2511.0,-1.860136,-3.450296,1.6506,0.544601,0.0,109.0
2511.0,0.212684,-4.299302,2.7221,1.618814,90.0,122.0
2511.0,2.029914,-3.909816,0.281597,0.064053,90.0,10.0
2512.0,0.710576,-3.0914,0.878911,0.271511,0.0,46.0
2512.0,2.092472,-3.931439,0.273931,0.053862,90.0,6.0
2512.0,1.785521,-2.964504,0.101339,0.079409,7.0,6.0
2512.0,9.072283,-4.056879,0.407488,0.057093,73.0,6.0
2513.0,45.654842,-3.973394,0.05,0.05,0.0,1.0
2513.0,58.925732,-5.292484,1.060417,0.001627,152.0,2.0
2513.0,38.824753,-4.216453,0.05,0.05,0.0,1.0
2513.0,56.748459,-6.092133,0.05,0.05,0.0,1.0
2513.0,34.32095,-4.033778,0.230522,0.001714,7.0,2.0
2513.0,51.410454,-6.991875,0.756294,0.058231,98.0,3.0
2513.0,28.001825,-4.58633,2.731186,2.305578,55.0,11.0
2513.0,36.620579,-5.565062,0.05,0.05,0.0,1.0
2513.0,54.475178,-8.173059,0.05,0.05,0.0,1.0
2513.0,24.55694,-3.996382,0.05,0.05,0.0,1.0
2513.0,56.753616,-8.916474,0.05,0.05,0.0,1.0
